"BANKINTER EE.UU. NASDAQ 100, FI",2324,07/03/2001,55,"BANKINTER GESTION DE ACTIVOS, S.A., S.G.I.I.C.","BANKINTER, S.A."
"BANKINTER EUROSTOXX INVERSO, FI",4085,14/11/2008,55,"BANKINTER GESTION DE ACTIVOS, S.A., S.G.I.I.C.","BANKINTER, S.A."
"BANKINTER FONDO MONETARIO, FI",3667,16/11/2006,55,"BANKINTER GESTION DE ACTIVOS, S.A., S.G.I.I.C.","BANKINTER, S.A."
"BANKINTER FUTURO IBEX, FI",1418,27/04/1998,55,"BANKINTER GESTION DE ACTIVOS, S.A., S.G.I.I.C.","BANKINTER, S.A."
"BANKINTER GESTION ABIERTA, FI",60,08/06/1987,55,"BANKINTER GESTION DE ACTIVOS, S.A., S.G.I.I.C.","BANKINTER, S.A."
"BANKINTER ÍNDICE AMÉRICA, FI",2189,28/07/2000,55,"BANKINTER GESTION DE ACTIVOS, S.A., S.G.I.I.C.","BANKINTER, S.A."
"BANKINTER ÍNDICE EUROPEO 50, FI",2168,07/07/2000,55,"BANKINTER GESTION DE ACTIVOS, S.A., S.G.I.I.C.","BANKINTER, S.A."
"BANKINTER ÍNDICE JAPÓN, FI",2149,14/06/2000,55,"BANKINTER GESTION DE ACTIVOS, S.A., S.G.I.I.C.","BANKINTER, S.A."
"BANKINTER KILIMANJARO, FI",3134,23/02/2005,55,"BANKINTER GESTION DE ACTIVOS, S.A., S.G.I.I.C.","BANKINTER, S.A."
"BANKINTER MIXTO FLEXIBLE, FI",929,16/04/1997,55,"BANKINTER GESTION DE ACTIVOS, S.A., S.G.I.I.C.","BANKINTER, S.A."
"BANKINTER MIXTO RENTA FIJA, FI",1248,01/12/1997,55,"BANKINTER GESTION DE ACTIVOS, S.A., S.G.I.I.C.","BANKINTER, S.A."
"BANKINTER MULTISELECCION 25, FI",3714,14/12/2006,55,"BANKINTER GESTION DE ACTIVOS, S.A., S.G.I.I.C.","BANKINTER, S.A."
"BANKINTER MULTISELECCION DINAMICA, FI",2170,07/07/2000,55,"BANKINTER GESTION DE ACTIVOS, S.A., S.G.I.I.C.","BANKINTER, S.A."
"BANKINTER PEQUEÑAS COMPAÑIAS, FI",3167,15/04/2005,55,"BANKINTER GESTION DE ACTIVOS, S.A., S.G.I.I.C.","BANKINTER, S.A."
"BANKINTER RENTA DINAMICA, FI",303,12/03/1992,55,"BANKINTER GESTION DE ACTIVOS, S.A., S.G.I.I.C.","BANKINTER, S.A."
"BANKINTER RENTA FIJA CORTO PLAZO, FI",687,11/09/1996,55,"BANKINTER GESTION DE ACTIVOS, S.A., S.G.I.I.C.","BANKINTER, S.A."
"BANKINTER RENTA FIJA LARGO PLAZO, FI",719,11/10/1996,55,"BANKINTER GESTION DE ACTIVOS, S.A., S.G.I.I.C.","BANKINTER, S.A."
"BANKINTER RENTA VARIABLE EURO, FI",1417,27/04/1998,55,"BANKINTER GESTION DE ACTIVOS, S.A., S.G.I.I.C.","BANKINTER, S.A."
"BANKINTER SECTOR ENERGIA, FI",2349,20/04/2001,55,"BANKINTER GESTION DE ACTIVOS, S.A., S.G.I.I.C.","BANKINTER, S.A."
"BANKINTER SECTOR FINANZAS, FI",2169,07/07/2000,55,"BANKINTER GESTION DE ACTIVOS, S.A., S.G.I.I.C.","BANKINTER, S.A."
"BANKINTER SECTOR TELECOMUNICACIONES, FI",1864,25/06/1999,55,"BANKINTER GESTION DE ACTIVOS, S.A., S.G.I.I.C.","BANKINTER, S.A."
"BANKINTER SOSTENIBILIDAD, FI",2862,06/11/2003,55,"BANKINTER GESTION DE ACTIVOS, S.A., S.G.I.I.C.","BANKINTER, S.A."
"BANKOA BOLSA, FI",996,23/05/1997,35,"CREDIT AGRICOLE MERCAGESTION, S.A., SGIIC","BANKOA, S.A."
"BANKOA GESTION GLOBAL, FI",1347,27/02/1998,35,"CREDIT AGRICOLE MERCAGESTION, S.A., SGIIC","BANKOA, S.A."
"BANKOA-AHORRO FONDO, FI",558,27/02/1995,35,"CREDIT AGRICOLE MERCAGESTION, S.A., SGIIC","BANKOA, S.A."
"BBVA AHORRO EMPRESAS, FI",2808,11/07/2003,14,"BBVA ASSET MANAGEMENT, S.A., SGIIC","BANCO DEPOSITARIO BBVA, S.A."
"BBVA AHORRO PATRIMONIO, FI",1142,27/08/1997,14,"BBVA ASSET MANAGEMENT, S.A., SGIIC","BANCO DEPOSITARIO BBVA, S.A."
"BBVA BOLSA ASIA MF, FI",3083,29/12/2004,14,"BBVA ASSET MANAGEMENT, S.A., SGIIC","BANCO DEPOSITARIO BBVA, S.A."
"BBVA BOLSA CHINA, FI",3882,14/09/2007,14,"BBVA ASSET MANAGEMENT, S.A., SGIIC","BANCO DEPOSITARIO BBVA, S.A."
"BBVA BOLSA DESARROLLO SOSTENIBLE, FI",1172,29/09/1997,14,"BBVA ASSET MANAGEMENT, S.A., SGIIC","BANCO DEPOSITARIO BBVA, S.A."
"BBVA BOLSA EMERGENTES MF, FI",975,14/05/1997,14,"BBVA ASSET MANAGEMENT, S.A., SGIIC","BANCO DEPOSITARIO BBVA, S.A."
"BBVA BOLSA EURO, FI",973,14/05/1997,14,"BBVA ASSET MANAGEMENT, S.A., SGIIC","BANCO DEPOSITARIO BBVA, S.A."
"BBVA BOLSA EUROPA FINANZAS, FI",1423,30/04/1998,14,"BBVA ASSET MANAGEMENT, S.A., SGIIC","BANCO DEPOSITARIO BBVA, S.A."
"BBVA BOLSA EUROPA, FI",915,21/03/1997,14,"BBVA ASSET MANAGEMENT, S.A., SGIIC","BANCO DEPOSITARIO BBVA, S.A."
"BBVA BOLSA INDICE EURO, FI",1093,08/07/1997,14,"BBVA ASSET MANAGEMENT, S.A., SGIIC","BANCO DEPOSITARIO BBVA, S.A."
"BBVA BOLSA INDICE JAPON (CUBIERTO), FI",1541,31/07/1998,14,"BBVA ASSET MANAGEMENT, S.A., SGIIC","BANCO DEPOSITARIO BBVA, S.A."
"BBVA BOLSA INDICE USA (CUBIERTO), FI",3719,19/12/2006,14,"BBVA ASSET MANAGEMENT, S.A., SGIIC","BANCO DEPOSITARIO BBVA, S.A."
"BBVA BOLSA INDICE, FI",681,29/08/1996,14,"BBVA ASSET MANAGEMENT, S.A., SGIIC","BANCO DEPOSITARIO BBVA, S.A."
"BBVA BOLSA JAPON, FI",1829,27/05/1999,14,"BBVA ASSET MANAGEMENT, S.A., SGIIC","BANCO DEPOSITARIO BBVA, S.A."
"BBVA BOLSA LATAM, FI",902,19/03/1997,14,"BBVA ASSET MANAGEMENT, S.A., SGIIC","BANCO DEPOSITARIO BBVA, S.A."
"BBVA BOLSA PLAN DIVIDENDO EUROPA, FI",4212,09/04/2010,14,"BBVA ASSET MANAGEMENT, S.A., SGIIC","BANCO DEPOSITARIO BBVA, S.A."
"BBVA BOLSA PLUS, FI",1052,20/06/1997,14,"BBVA ASSET MANAGEMENT, S.A., SGIIC","BANCO DEPOSITARIO BBVA, S.A."
"BBVA BOLSA TECNOLOGIA Y TELECOMUNICACIONES, FI",1189,15/10/1997,14,"BBVA ASSET MANAGEMENT, S.A., SGIIC","BANCO DEPOSITARIO BBVA, S.A."
"BBVA BOLSA USA (CUBIERTO), FI",705,26/09/1996,14,"BBVA ASSET MANAGEMENT, S.A., SGIIC","BANCO DEPOSITARIO BBVA, S.A."
"BBVA BOLSA USA, FI",974,14/05/1997,14,"BBVA ASSET MANAGEMENT, S.A., SGIIC","BANCO DEPOSITARIO BBVA, S.A."
"BBVA BOLSA, FI",131,12/09/1988,14,"BBVA ASSET MANAGEMENT, S.A., SGIIC","BANCO DEPOSITARIO BBVA, S.A."
"BBVA BONOS 2018, FI",3082,29/12/2004,14,"BBVA ASSET MANAGEMENT, S.A., SGIIC","BANCO DEPOSITARIO BBVA, S.A."
"BBVA BONOS 2021, FI",4569,01/03/2013,14,"BBVA ASSET MANAGEMENT, S.A., SGIIC","BANCO DEPOSITARIO BBVA, S.A."
"BBVA BONOS 2024, FI",4694,24/01/2014,14,"BBVA ASSET MANAGEMENT, S.A., SGIIC","BANCO DEPOSITARIO BBVA, S.A."
"BBVA BONOS CASH, FI",4105,20/02/2009,14,"BBVA ASSET MANAGEMENT, S.A., SGIIC","BANCO DEPOSITARIO BBVA, S.A."
"BBVA BONOS CORE BP, FI",2824,31/07/2003,14,"BBVA ASSET MANAGEMENT, S.A., SGIIC","BANCO DEPOSITARIO BBVA, S.A."
"BBVA BONOS CORPORATIVOS DURACION CUBIERTA, FI",4195,05/02/2010,14,"BBVA ASSET MANAGEMENT, S.A., SGIIC","BANCO DEPOSITARIO BBVA, S.A."
"BBVA BONOS CORPORATIVOS LARGO PLAZO, FI",3076,22/12/2004,14,"BBVA ASSET MANAGEMENT, S.A., SGIIC","BANCO DEPOSITARIO BBVA, S.A."
"BBVA BONOS CORTO PLAZO GOBIERNOS, FI",4068,10/10/2008,14,"BBVA ASSET MANAGEMENT, S.A., SGIIC","BANCO DEPOSITARIO BBVA, S.A."
"BBVA BONOS CORTO PLAZO PLUS, FI",212,24/01/1991,14,"BBVA ASSET MANAGEMENT, S.A., SGIIC","BANCO DEPOSITARIO BBVA, S.A."
"BBVA BONOS DOLAR CORTO PLAZO, FI",1114,21/07/1997,14,"BBVA ASSET MANAGEMENT, S.A., SGIIC","BANCO DEPOSITARIO BBVA, S.A."
"BBVA BONOS DURACION FLEXIBLE, FI",255,17/07/1991,14,"BBVA ASSET MANAGEMENT, S.A., SGIIC","BANCO DEPOSITARIO BBVA, S.A."
"BBVA BONOS DURACION, FI",595,23/10/1995,14,"BBVA ASSET MANAGEMENT, S.A., SGIIC","BANCO DEPOSITARIO BBVA, S.A."
"BBVA BONOS ESPAÑA LARGO PLAZO, FI",4446,24/02/2012,14,"BBVA ASSET MANAGEMENT, S.A., SGIIC","BANCO DEPOSITARIO BBVA, S.A."
"BBVA BONOS EUSKOFONDO, FI",2105,12/05/2000,14,"BBVA ASSET MANAGEMENT, S.A., SGIIC","BANCO DEPOSITARIO BBVA, S.A."
"BBVA BONOS INTERNACIONAL FLEXIBLE 0-3, FI",4870,04/05/2015,14,"BBVA ASSET MANAGEMENT, S.A., SGIIC","BANCO DEPOSITARIO BBVA, S.A."
"BBVA BONOS INTERNACIONAL FLEXIBLE EURO, FI",2627,28/10/2002,14,"BBVA ASSET MANAGEMENT, S.A., SGIIC","BANCO DEPOSITARIO BBVA, S.A."
"BBVA BONOS INTERNACIONAL FLEXIBLE, FI",369,09/12/1992,14,"BBVA ASSET MANAGEMENT, S.A., SGIIC","BANCO DEPOSITARIO BBVA, S.A."
"BBVA BONOS LARGO PLAZO GOBIERNOS II, FI",2422,05/07/2001,14,"BBVA ASSET MANAGEMENT, S.A., SGIIC","BANCO DEPOSITARIO BBVA, S.A."
"BBVA BONOS VALOR RELATIVO, FI",3724,22/12/2006,14,"BBVA ASSET MANAGEMENT, S.A., SGIIC","BANCO DEPOSITARIO BBVA, S.A."
"BBVA CONSOLIDACIÓN 85, FI",4903,25/09/2015,14,"BBVA ASSET MANAGEMENT, S.A., SGIIC","BANCO DEPOSITARIO BBVA, S.A."
"BBVA DINERO FONDTESORO CORTO PLAZO, FI",3603,08/11/2006,14,"BBVA ASSET MANAGEMENT, S.A., SGIIC","BANCO DEPOSITARIO BBVA, S.A."
"BBVA FUSION CORTO PLAZO III, FI",4864,27/03/2015,14,"BBVA ASSET MANAGEMENT, S.A., SGIIC","BANCO DEPOSITARIO BBVA, S.A."
"BBVA FUSION CORTO PLAZO V, FI",4886,10/07/2015,14,"BBVA ASSET MANAGEMENT, S.A., SGIIC","BANCO DEPOSITARIO BBVA, S.A."
"BBVA FUSION CORTO PLAZO, FI",4742,25/04/2014,14,"BBVA ASSET MANAGEMENT, S.A., SGIIC","BANCO DEPOSITARIO BBVA, S.A."
"BBVA GESTION CONSERVADORA, FI",519,26/09/1994,14,"BBVA ASSET MANAGEMENT, S.A., SGIIC","BANCO DEPOSITARIO BBVA, S.A."
"BBVA GESTION DECIDIDA, FI",2532,28/12/2001,14,"BBVA ASSET MANAGEMENT, S.A., SGIIC","BANCO DEPOSITARIO BBVA, S.A."
"BBVA GESTION MODERADA, FI",2087,14/04/2000,14,"BBVA ASSET MANAGEMENT, S.A., SGIIC","BANCO DEPOSITARIO BBVA, S.A."
"BBVA MEJORES IDEAS (CUBIERTO) MF, FI",2525,21/12/2001,14,"BBVA ASSET MANAGEMENT, S.A., SGIIC","BANCO DEPOSITARIO BBVA, S.A."
"BBVA MI INVERSION BOLSA, FI",4771,13/06/2014,14,"BBVA ASSET MANAGEMENT, S.A., SGIIC","BANCO DEPOSITARIO BBVA, S.A."
"BBVA MI INVERSION MIXTA, FI",4904,25/09/2015,14,"BBVA ASSET MANAGEMENT, S.A., SGIIC","BANCO DEPOSITARIO BBVA, S.A."
"BBVA MULTIACTIVO CONSERVADOR, FI",3223,24/06/2005,14,"BBVA ASSET MANAGEMENT, S.A., SGIIC","BANCO DEPOSITARIO BBVA, S.A."
"BBVA MULTIACTIVO DECIDIDO, FI",1576,09/09/1998,14,"BBVA ASSET MANAGEMENT, S.A., SGIIC","BANCO DEPOSITARIO BBVA, S.A."
"BBVA MULTIACTIVO MODERADO, FI",4197,12/02/2010,14,"BBVA ASSET MANAGEMENT, S.A., SGIIC","BANCO DEPOSITARIO BBVA, S.A."
"BBVA RENTABILIDAD AHORRO CORTO PLAZO, FI",3372,23/01/2006,14,"BBVA ASSET MANAGEMENT, S.A., SGIIC","BANCO DEPOSITARIO BBVA, S.A."
"BBVA SOLIDARIDAD, FI",1883,21/07/1999,14,"BBVA ASSET MANAGEMENT, S.A., SGIIC","BANCO DEPOSITARIO BBVA, S.A."
"BELGRAVIA BALBOA, FI",4970,18/03/2016,196,"BELGRAVIA CAPITAL, SGIIC, S.A.","SANTANDER SECURITIES SERVICES, S.A."
"BELGRAVIA EPSILON, FI",2721,31/03/2003,196,"BELGRAVIA CAPITAL, SGIIC, S.A.","SANTANDER SECURITIES SERVICES, S.A."
"BEST MANAGER SELECTION,  FI",4312,01/02/2011,31,"AMUNDI IBERIA, SGIIC, S.A.","CA INDOSUEZ WEALTH (EUROPE), SUCURSAL EN ESPAÑA"
"BESTINFOND, FI",377,13/01/1993,103,"BESTINVER GESTION, S.A., S.G.I.I.C.","SANTANDER SECURITIES SERVICES, S.A."
"BESTINVER BOLSA, FI",502,28/06/1994,103,"BESTINVER GESTION, S.A., S.G.I.I.C.","SANTANDER SECURITIES SERVICES, S.A."
"BESTINVER GRANDES COMPAÑÍAS, FI",4422,16/12/2011,103,"BESTINVER GESTION, S.A., S.G.I.I.C.","SANTANDER SECURITIES SERVICES, S.A."
"BESTINVER INTERNACIONAL, FI",1230,19/11/1997,103,"BESTINVER GESTION, S.A., S.G.I.I.C.","SANTANDER SECURITIES SERVICES, S.A."
"BESTINVER MIXTO INTERNACIONAL, FI",2269,05/12/2000,103,"BESTINVER GESTION, S.A., S.G.I.I.C.","SANTANDER SECURITIES SERVICES, S.A."
"BESTINVER MIXTO, FI",1081,27/06/1997,103,"BESTINVER GESTION, S.A., S.G.I.I.C.","SANTANDER SECURITIES SERVICES, S.A."
"BESTINVER RENTA, FI",594,16/10/1995,103,"BESTINVER GESTION, S.A., S.G.I.I.C.","SANTANDER SECURITIES SERVICES, S.A."
"BETA DEUDA FONDTESORO LARGO PLAZO, FI",335,25/06/1992,61,"BNP PARIBAS GESTION DE INVERSIONES, SGIIC, S.A.","BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA"
"BMN BOLSA ESPAÑOLA, FI",1526,16/07/1998,43,"RENTA 4 GESTORA, S.G.I.I.C., S.A.","CECABANK, S.A."
"BMN BOLSA EUROPEA, FI",1525,16/07/1998,43,"RENTA 4 GESTORA, S.G.I.I.C., S.A.","CECABANK, S.A."
"BMN BOLSA USA, FI",1909,27/09/1999,43,"RENTA 4 GESTORA, S.G.I.I.C., S.A.","CECABANK, S.A."
"BMN BONOS CORPORATIVOS, FI",4452,02/03/2012,43,"RENTA 4 GESTORA, S.G.I.I.C., S.A.","CECABANK, S.A."
"BMN CARTERA FLEXIBLE 20, FI",4563,01/03/2013,43,"RENTA 4 GESTORA, S.G.I.I.C., S.A.","CECABANK, S.A."
"BMN CARTERA FLEXIBLE 30 RENTAS, FI",4822,31/10/2014,43,"RENTA 4 GESTORA, S.G.I.I.C., S.A.","CECABANK, S.A."
"BMN CARTERA FLEXIBLE 50, FI",4564,01/03/2013,43,"RENTA 4 GESTORA, S.G.I.I.C., S.A.","CECABANK, S.A."
"BMN FONDEPOSITO SELECCION EUROPA, FI",4487,01/06/2012,43,"RENTA 4 GESTORA, S.G.I.I.C., S.A.","CECABANK, S.A."
"BMN FONDEPOSITO, FI",3524,28/07/2006,43,"RENTA 4 GESTORA, S.G.I.I.C., S.A.","CECABANK, S.A."
"BMN MIXTO FLEXIBLE, FI",517,12/09/1994,43,"RENTA 4 GESTORA, S.G.I.I.C., S.A.","CECABANK, S.A."
"BMN RF CORPORATIVA,  FI",420,28/09/1993,43,"RENTA 4 GESTORA, S.G.I.I.C., S.A.","CECABANK, S.A."
"BMN RF FLEXIBLE, FI",3522,28/07/2006,43,"RENTA 4 GESTORA, S.G.I.I.C., S.A.","CECABANK, S.A."
"BNP PARIBAS BOLSA ESPAÑOLA, FI",762,20/11/1996,61,"BNP PARIBAS GESTION DE INVERSIONES, SGIIC, S.A.","BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA"
"BNP PARIBAS CAAP DINAMICO, FI",1224,13/11/1997,61,"BNP PARIBAS GESTION DE INVERSIONES, SGIIC, S.A.","BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA"
"BNP PARIBAS CAAP EQUILIBRADO, FI",556,27/02/1995,61,"BNP PARIBAS GESTION DE INVERSIONES, SGIIC, S.A.","BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA"
"BNP PARIBAS CAAP MODERADO, FI",555,27/02/1995,61,"BNP PARIBAS GESTION DE INVERSIONES, SGIIC, S.A.","BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA"
"BNP PARIBAS DIVERSIFIED, FI",925,16/04/1997,61,"BNP PARIBAS GESTION DE INVERSIONES, SGIIC, S.A.","BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA"
"BNP PARIBAS EURO, FI",891,13/03/1997,61,"BNP PARIBAS GESTION DE INVERSIONES, SGIIC, S.A.","BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA"
"BNP PARIBAS GESTION MODERADA, FI",2061,27/03/2000,61,"BNP PARIBAS GESTION DE INVERSIONES, SGIIC, S.A.","BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA"
"BNP PARIBAS GLOBAL ASSET ALLOCATION, FI",1373,16/03/1998,61,"BNP PARIBAS GESTION DE INVERSIONES, SGIIC, S.A.","BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA"
"BNP PARIBAS GLOBAL DINVER, FI",242,20/06/1991,61,"BNP PARIBAS GESTION DE INVERSIONES, SGIIC, S.A.","BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA"
"BNP PARIBAS GLOBAL INVESTMENT, FI",2481,18/10/2001,61,"BNP PARIBAS GESTION DE INVERSIONES, SGIIC, S.A.","BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA"
"BNP PARIBAS MANAGEMENT FUND, FI",2150,16/06/2000,61,"BNP PARIBAS GESTION DE INVERSIONES, SGIIC, S.A.","BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA"
"BNP PARIBAS MIXTO MODERADO, FI",585,21/07/1995,61,"BNP PARIBAS GESTION DE INVERSIONES, SGIIC, S.A.","BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA"
"BNP PARIBAS RENTA FIJA CORTO PLAZO, FI",3694,24/11/2006,61,"BNP PARIBAS GESTION DE INVERSIONES, SGIIC, S.A.","BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA"
"BNP PARIBAS RENTA FIJA MIXTA GLOBAL, FI",1514,10/07/1998,61,"BNP PARIBAS GESTION DE INVERSIONES, SGIIC, S.A.","BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA"
"BNP PARIBAS SELECCION, FI",1513,10/07/1998,61,"BNP PARIBAS GESTION DE INVERSIONES, SGIIC, S.A.","BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA"
"BOLSA EURO VALOR, FI",3113,02/02/2005,43,"RENTA 4 GESTORA, S.G.I.I.C., S.A.","CECABANK, S.A."
"BONA-RENDA, FI",655,31/05/1996,29,"GVC GAESCO GESTIÓN, SGIIC, S.A.","BNP PARIBAS SECURITIES SERVICES, SUCURSAL EN ESPAÑA"
"BOREAS CARTERA ACTIVA, FI",3836,25/05/2007,223,"TRESSIS GESTION, S.G.I.I.C., S.A.","RBC INVESTOR SERVICES ESPAÑA, S.A."
"BSG PROMETEO, FI",4383,15/07/2011,105,"INVERSIS GESTIÓN, S.A., SGIIC","BANCO INVERSIS, S.A."
"CA BANKOA OBJETIVO 2022 II, FI",5008,20/05/2016,35,"CREDIT AGRICOLE MERCAGESTION, S.A., SGIIC","BANKOA, S.A."
"CA BANKOA OBJETIVO 2022, FI",4965,04/03/2016,35,"CREDIT AGRICOLE MERCAGESTION, S.A., SGIIC","BANKOA, S.A."
"CA SELECCION ESTRATEGIA 20, FI",4866,24/04/2015,35,"CREDIT AGRICOLE MERCAGESTION, S.A., SGIIC","BANKOA, S.A."
"CA SELECCION ESTRATEGIA 50, FI",4818,17/10/2014,35,"CREDIT AGRICOLE MERCAGESTION, S.A., SGIIC","BANKOA, S.A."
"CAIXABANK AHORRO, FI",93,09/02/1988,15,"CAIXABANK ASSET MANAGEMENT SGIIC, S.A.","CECABANK, S.A."
"CAIXABANK BOLSA ALL CAPS ESPAÑA, FI",2098,05/05/2000,15,"CAIXABANK ASSET MANAGEMENT SGIIC, S.A.","CECABANK, S.A."
"CAIXABANK BOLSA DIVIDENDO EUROPA, FI",3143,02/03/2005,15,"CAIXABANK ASSET MANAGEMENT SGIIC, S.A.","CECABANK, S.A."
"CAIXABANK BOLSA GESTION ESPAÑA, FI",164,11/10/1989,15,"CAIXABANK ASSET MANAGEMENT SGIIC, S.A.","CECABANK, S.A."
"CAIXABANK BOLSA GESTION EURO, FI",562,27/03/1995,15,"CAIXABANK ASSET MANAGEMENT SGIIC, S.A.","CECABANK, S.A."
"CAIXABANK BOLSA GESTION EUROPA, FI",3377,30/01/2006,15,"CAIXABANK ASSET MANAGEMENT SGIIC, S.A.","CECABANK, S.A."
"CAIXABANK BOLSA GESTION SUIZA, FI",138,18/11/1988,15,"CAIXABANK ASSET MANAGEMENT SGIIC, S.A.","CECABANK, S.A."
"CAIXABANK BOLSA INDICE EURO, FI",32,25/11/1986,15,"CAIXABANK ASSET MANAGEMENT SGIIC, S.A.","CECABANK, S.A."
"CAIXABANK BOLSA RENTAS, FI",4809,10/10/2014,15,"CAIXABANK ASSET MANAGEMENT SGIIC, S.A.","CECABANK, S.A."
"CAIXABANK BOLSA SELECCION ASIA, FI",3323,14/12/2005,15,"CAIXABANK ASSET MANAGEMENT SGIIC, S.A.","CECABANK, S.A."
"CAIXABANK BOLSA SELECCION EMERGENTES, FI",2083,12/04/2000,15,"CAIXABANK ASSET MANAGEMENT SGIIC, S.A.","CECABANK, S.A."
"CAIXABANK BOLSA SELECCION EUROPA, FI",2476,05/10/2001,15,"CAIXABANK ASSET MANAGEMENT SGIIC, S.A.","CECABANK, S.A."
"CAIXABANK BOLSA SELECCION GLOBAL, FI",2475,05/10/2001,15,"CAIXABANK ASSET MANAGEMENT SGIIC, S.A.","CECABANK, S.A."
"CAIXABANK BOLSA SELECCION JAPON, FI",1610,13/10/1998,15,"CAIXABANK ASSET MANAGEMENT SGIIC, S.A.","CECABANK, S.A."
"CAIXABANK BOLSA SELECCION USA, FI",2477,05/10/2001,15,"CAIXABANK ASSET MANAGEMENT SGIIC, S.A.","CECABANK, S.A."
"CAIXABANK BOLSA SMALL CAPS EURO, FI",1247,01/12/1997,15,"CAIXABANK ASSET MANAGEMENT SGIIC, S.A.","CECABANK, S.A."
"CAIXABANK BOLSA USA DIVISA CUBIERTA, FI",4744,25/04/2014,15,"CAIXABANK ASSET MANAGEMENT SGIIC, S.A.","CECABANK, S.A."
"CAIXABANK BOLSA USA, FI",1609,13/10/1998,15,"CAIXABANK ASSET MANAGEMENT SGIIC, S.A.","CECABANK, S.A."
"CAIXABANK CARTERA BOLSA, FI",3821,26/04/2007,15,"CAIXABANK ASSET MANAGEMENT SGIIC, S.A.","CECABANK, S.A."
"CAIXABANK CARTERA GLOBAL, FI",3439,21/04/2006,15,"CAIXABANK ASSET MANAGEMENT SGIIC, S.A.","CECABANK, S.A."
"CAIXABANK CARTERA RENTA ACTIVA, FI",4712,28/02/2014,15,"CAIXABANK ASSET MANAGEMENT SGIIC, S.A.","CECABANK, S.A."
"CAIXABANK COMUNICACIONES, FI",923,04/04/1997,15,"CAIXABANK ASSET MANAGEMENT SGIIC, S.A.","CECABANK, S.A."
"CAIXABANK CRECIMIENTO, FI",3366,23/01/2006,15,"CAIXABANK ASSET MANAGEMENT SGIIC, S.A.","CECABANK, S.A."
"CAIXABANK DESTINO 2022, FI",4947,12/02/2016,15,"CAIXABANK ASSET MANAGEMENT SGIIC, S.A.","CECABANK, S.A."
"CAIXABANK DESTINO 2030, FI",4948,12/02/2016,15,"CAIXABANK ASSET MANAGEMENT SGIIC, S.A.","CECABANK, S.A."
"CAIXABANK DESTINO 2040, FI",4949,12/02/2016,15,"CAIXABANK ASSET MANAGEMENT SGIIC, S.A.","CECABANK, S.A."
"CAIXABANK DESTINO 2050, FI",4950,12/02/2016,15,"CAIXABANK ASSET MANAGEMENT SGIIC, S.A.","CECABANK, S.A."
"CAIXABANK DIVERSIFICADO CONSERVADOR, FI",4258,05/08/2010,15,"CAIXABANK ASSET MANAGEMENT SGIIC, S.A.","CECABANK, S.A."
"CAIXABANK DIVERSIFICADO DINAMICO, FI",2086,12/04/2000,15,"CAIXABANK ASSET MANAGEMENT SGIIC, S.A.","CECABANK, S.A."
"CAIXABANK DP ESPAÑA MAYO 2016, FI",4465,20/04/2012,15,"CAIXABANK ASSET MANAGEMENT SGIIC, S.A.","CECABANK, S.A."
"CAIXABANK EQUILIBRIO, FI",2505,23/11/2001,15,"CAIXABANK ASSET MANAGEMENT SGIIC, S.A.","CECABANK, S.A."
"CAIXABANK ESPAÑA RENTA FIJA 2019, FI",2503,16/11/2001,15,"CAIXABANK ASSET MANAGEMENT SGIIC, S.A.","CECABANK, S.A."
"CAIXABANK ESPAÑA RENTA FIJA 2022, FI",2238,23/10/2000,15,"CAIXABANK ASSET MANAGEMENT SGIIC, S.A.","CECABANK, S.A."
"CAIXABANK ESTRATEGIA FLEXIBLE, FI",4835,29/12/2014,15,"CAIXABANK ASSET MANAGEMENT SGIIC, S.A.","CECABANK, S.A."
"CAIXABANK FONDEPOSITO, FI",3534,03/08/2006,128,"IMANTIA CAPITAL, S.G.I.I.C., S.A.","CECABANK, S.A."
"CAIXABANK FONDTESORO LARGO PLAZO, FI",3099,20/01/2005,15,"CAIXABANK ASSET MANAGEMENT SGIIC, S.A.","CECABANK, S.A."
"CAIXABANK GESTION 25, FI",2491,30/10/2001,15,"CAIXABANK ASSET MANAGEMENT SGIIC, S.A.","CECABANK, S.A."
"CAIXABANK GESTION 50, FI",2492,30/10/2001,15,"CAIXABANK ASSET MANAGEMENT SGIIC, S.A.","CECABANK, S.A."
